force,ppg
0,0
0.3912353515625,70.1
0.5619251728057861,44.80000000000001
0.7243454456329346,44.80000000000001
0.7980024814605713,44.80000000000001
0.9497725963592529,44.80000000000001
1.1153521537780762,44.80000000000001
1.2674951553344727,47.099999999999994
1.4507052898406982,44.80000000000001
1.5992286205291748,54.0
1.7485742568969727,47.099999999999994
1.9271585941314697,44.80000000000001
2.0935776233673096,49.400000000000006
2.2655892372131348,47.099999999999994
2.4252915382385254,54.0
2.582412004470825,51.70000000000002
2.7352583408355713,54.0
2.895735740661621,60.89999999999998
3.0478127002716064,51.70000000000002
3.1983346939086914,49.400000000000006
3.3475053310394287,54.0
3.5152432918548584,54.0
3.6798863410949707,51.70000000000002
3.8397576808929443,60.89999999999998
3.997626781463623,58.599999999999994
4.162746906280518,58.599999999999994
4.322018623352051,54.0
4.480584383010864,56.30000000000001
4.633300065994263,58.599999999999994
4.79569149017334,65.5
4.964487075805664,70.1
5.113070011138916,65.5
5.28174901008606,60.89999999999998
5.445230484008789,63.19999999999999
5.613330364227295,72.4
5.762550115585327,67.79999999999998
5.9276955127716064,60.89999999999998
6.096928358078003,60.89999999999998
6.258505821228027,65.5
6.418222427368164,67.79999999999998
6.561042547225952,63.19999999999999
6.727805852890015,56.30000000000001
6.888301849365234,65.5
7.046020030975342,70.1
7.2107343673706055,67.79999999999998
7.363945245742798,63.19999999999999
7.526962041854858,58.599999999999994
7.69040322303772,70.1
7.84528374671936,72.4
8.009161710739136,72.4
8.160166025161743,72.4
8.330320835113525,74.70000000000002
8.49232530593872,74.70000000000002
8.644156694412231,72.4
8.811623573303223,70.1
8.976054906845093,67.79999999999998
9.126056909561157,63.19999999999999
9.294365167617798,67.79999999999998
9.442687511444092,65.5
9.609105587005615,65.5
9.776973247528076,63.19999999999999
9.927551984786987,60.89999999999998
10.093147277832031,58.599999999999994
10.24203634262085,70.1
10.409274339675903,54.0
10.57445764541626,51.70000000000002
10.72500467300415,54.0
10.89171290397644,60.89999999999998
11.058292388916016,67.79999999999998
11.221901893615723,63.19999999999999
11.37609076499939,60.89999999999998
11.526334762573242,60.89999999999998
11.706562042236328,67.79999999999998
11.873300552368164,60.89999999999998
12.058528900146484,51.70000000000002
12.20454478263855,63.19999999999999
12.358017444610596,60.89999999999998
12.53775429725647,58.599999999999994
12.706796884536743,47.099999999999994
12.87422251701355,42.5
13.025123119354248,47.099999999999994
13.173662662506104,54.0
13.32578182220459,60.89999999999998
13.473955392837524,67.79999999999998
13.67330265045166,70.1
13.822234869003296,60.89999999999998
13.98958420753479,58.599999999999994
14.156297206878662,70.1
14.339317560195923,70.1
14.524032354354858,67.79999999999998
14.722642421722412,72.4
14.911739110946655,70.1
15.073200702667236,63.19999999999999
15.222845077514648,63.19999999999999
15.38857388496399,65.5
15.587429523468018,60.89999999999998
15.788330554962158,63.19999999999999
15.94980764389038,60.89999999999998
16.109086751937866,60.89999999999998
16.267347812652588,60.89999999999998
16.443286657333374,65.5
16.603472471237183,63.19999999999999
16.787065505981445,70.1
16.986765146255493,79.30000000000001
17.15433120727539,74.70000000000002
17.32058811187744,79.30000000000001
17.48859977722168,79.30000000000001
17.652050971984863,79.30000000000001
17.86979651451111,79.30000000000001
18.0680673122406,74.70000000000002
18.23715353012085,74.70000000000002
18.434642553329468,72.4
18.63675355911255,72.4
18.802987813949585,72.4
18.985893964767456,70.1
19.171016216278076,70.1
19.35193920135498,74.70000000000002
19.571146249771118,77.0
19.785883903503418,74.70000000000002
19.958570957183838,77.0
20.176471710205078,77.0
20.352302312850952,74.70000000000002
20.53554654121399,72.4
20.719913721084595,77.0
20.90013074874878,77.0
