force,ppg
21.08489966392517,86.19999999999999
21.269964694976807,95.4
21.48590397834778,100.0
21.70259141921997,81.60000000000002
21.90106201171875,79.30000000000001
22.10293221473694,77.0
22.366198301315308,74.70000000000002
22.619258165359497,79.30000000000001
22.878629684448242,77.0
23.11774253845215,88.5
23.365604400634766,120.70000000000002
23.622519731521606,100.0
23.855731964111328,93.1
24.11719012260437,95.4
24.316088438034058,95.4
24.515836238861084,88.5
24.717249155044556,83.9
24.949913024902344,88.5
25.180899381637573,90.79999999999998
25.414069890975952,100.0
25.615684509277344,97.69999999999999
25.813852548599243,97.69999999999999
26.063690185546875,97.69999999999999
26.27930760383606,100.0
26.51453185081482,100.0
26.765373706817627,93.1
26.98711657524109,95.4
27.225793838500977,93.1
27.443358659744263,93.1
27.682896375656128,93.1
27.904242515563965,95.4
28.152909517288208,104.6
28.396507501602173,113.80000000000001
28.657531261444092,109.20000000000002
28.9046368598938,113.80000000000001
29.147552013397217,104.6
29.404626607894897,102.30000000000001
29.64842176437378,102.30000000000001
29.87351655960083,100.0
30.11286449432373,106.9
30.414055585861206,102.30000000000001
30.67513132095337,118.4
30.929236888885498,123.00000000000003
31.195127964019775,123.00000000000003
31.429091930389404,123.00000000000003
31.694660663604736,125.30000000000001
31.96144938468933,132.2
32.195900201797485,125.30000000000001
32.42859697341919,125.30000000000001
32.65959715843201,129.89999999999998
32.89498853683472,125.30000000000001
33.14148998260498,123.00000000000003
33.37618541717529,123.00000000000003
33.66397166252136,129.89999999999998
33.91047763824463,132.2
34.17936062812805,134.5
34.43086528778076,139.09999999999997
34.692880153656006,139.09999999999997
34.94294309616089,141.39999999999998
35.24778985977173,136.79999999999995
35.528761863708496,136.79999999999995
35.77663516998291,139.09999999999997
36.0266375541687,141.39999999999998
36.30203723907471,139.09999999999997
36.55151104927063,141.39999999999998
36.82544136047363,141.39999999999998
37.108336448669434,146.0
37.35635161399841,148.3
37.60527300834656,148.3
37.857518434524536,155.2
38.12479329109192,157.5
38.373464822769165,159.8
38.65885400772095,155.2
38.90652871131897,162.10000000000002
39.188491344451904,162.10000000000002
39.4896297454834,159.8
39.787906646728516,157.5
