force,ppg
0,0
0.21683430671691895,12.0
0.4005856513977051,6.399999999999977
0.5388216972351074,6.399999999999977
0.6651337146759033,0.7999999999999545
0.8279857635498047,6.399999999999977
0.9863865375518799,12.0
1.1331539154052734,40.19999999999999
1.3002724647521973,40.19999999999999
1.4665307998657227,42.5
1.615952491760254,44.80000000000001
1.7830336093902588,42.5
1.933140754699707,40.19999999999999
2.097961902618408,42.5
2.2676267623901367,42.5
2.4149346351623535,42.5
2.5857298374176025,12.0
2.7491583824157715,12.0
2.9240691661834717,6.399999999999977
3.098212718963623,6.399999999999977
3.29811429977417,12.0
3.4151735305786133,6.399999999999977
3.5476462841033936,6.399999999999977
3.6977577209472656,0.7999999999999545
3.8644320964813232,12.0
4.030806064605713,40.19999999999999
4.1813108921051025,40.19999999999999
4.3525378704071045,42.5
4.512110948562622,42.5
4.663130521774292,42.5
4.832579851150513,42.5
4.979405641555786,44.80000000000001
5.157339572906494,40.19999999999999
5.3124518394470215,12.0
5.467169523239136,40.19999999999999
5.629283666610718,40.19999999999999
5.794402837753296,40.19999999999999
5.946245193481445,40.19999999999999
6.111956357955933,12.0
6.277566432952881,12.0
6.445297718048096,0.7999999999999545
6.5948615074157715,12.0
6.74562931060791,40.19999999999999
6.912343263626099,42.5
7.110570669174194,42.5
7.261227369308472,44.80000000000001
7.429466724395752,42.5
7.594338417053223,42.5
7.7443859577178955,40.19999999999999
7.910808801651001,40.19999999999999
8.06170654296875,42.5
8.192981481552124,40.19999999999999
8.343761444091797,40.19999999999999
8.510303497314453,40.19999999999999
8.677184581756592,12.0
8.826948881149292,12.0
8.993338823318481,6.399999999999977
9.159919261932373,6.399999999999977
9.309830665588379,0.7999999999999545
9.476323366165161,42.5
9.626111507415771,40.19999999999999
9.811669111251831,44.80000000000001
9.962703704833984,51.70000000000002
10.119101285934448,49.400000000000006
10.273651123046875,49.400000000000006
10.442989826202393,56.30000000000001
10.610837936401367,49.400000000000006
10.758896827697754,51.70000000000002
10.924339056015015,47.099999999999994
11.075175046920776,44.80000000000001
11.266594409942627,42.5
11.44763994216919,42.5
11.628339767456055,40.19999999999999
11.776898384094238,40.19999999999999
11.916909456253052,12.0
12.074585914611816,12.0
12.225093603134155,40.19999999999999
12.381037473678589,44.80000000000001
12.542984962463379,51.70000000000002
12.69105839729309,56.30000000000001
12.838910818099976,58.599999999999994
13.007361888885498,58.599999999999994
13.1922447681427,58.599999999999994
13.37424111366272,60.89999999999998
13.559346675872803,56.30000000000001
13.738248109817505,58.599999999999994
13.923606157302856,51.70000000000002
14.073168992996216,47.099999999999994
14.241157293319702,44.80000000000001
14.422975063323975,42.5
14.585508346557617,40.19999999999999
14.754889249801636,40.19999999999999
14.939597845077515,42.5
15.107155084609985,54.0
15.257061243057251,56.30000000000001
15.434275150299072,60.89999999999998
15.596203565597534,60.89999999999998
15.756743431091309,58.599999999999994
15.951605319976807,56.30000000000001
16.138578414916992,54.0
16.35553789138794,49.400000000000006
16.555023193359375,51.70000000000002
16.73853874206543,54.0
16.903921604156494,54.0
17.071992874145508,54.0
17.270971536636353,56.30000000000001
17.489234447479248,54.0
17.69567322731018,56.30000000000001
17.90410041809082,70.1
18.113659143447876,70.1
18.32051181793213,70.1
18.496983289718628,72.4
18.695735454559326,67.79999999999998
18.901780366897583,63.19999999999999
19.112112522125244,63.19999999999999
19.293163537979126,70.1
19.487465381622314,72.4
19.670786380767822,67.79999999999998
19.887311697006226,67.79999999999998
20.073046445846558,67.79999999999998
20.29436421394348,79.30000000000001
20.484474420547485,83.9
20.670494556427002,86.19999999999999
20.869272470474243,86.19999999999999
21.06190037727356,88.5
21.250991582870483,86.19999999999999
21.468128442764282,86.19999999999999
21.682820081710815,83.9
21.907419204711914,81.60000000000002
22.14263892173767,79.30000000000001
22.384469270706177,83.9
22.60110878944397,83.9
